"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"crtg","Nannan Restaurant (Tsuen Wan)","Cha Chaan Teng",4.8,106,"hong kong","Shop 1, G/F, Tsuen Fung Centre, 144-172 Castle Peak Road, Tsuen Wan,"
"x5nk","Wing Kei","Hong Kong",4.8,284,"hong kong","Shop B29, 1/F, Well On Shopping Arcade, 9 Yuk Nga Lane, Tseung Kwan O,"
"vsfa","Try My Bread (Tsuen Wan)","International",5.0,116,"hong kong","Shop 4A, G/F, Cheong Tai Building, 2-8 Tsuen Hing Path, Tsuen Wan,"
"vxot","b.o.t.h by Texas Burger","Western",4.8,11,"hong kong","Shop 337, 3rd Floor, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan,"
"x1mx","Colourful Noodles","Cart Noodles",4.6,59,"hong kong","G/F, 49 Shiu Wo Street, Tsuen Wan,"
"v2vh","Burger Republic","Western",4.8,2205,"hong kong","SHOP F24-26, 1/F, POPCORN, 9 TONG YIN STREET, TSEUNG KWAN O,"
"v7xc","Block 18 Doggie's Noodle (Tsuen Wan)","Hong Kong",4.8,1113,"hong kong","Shop E, G/F, 3 Tsuen Hing Path, Tsuen Wan,"
"ke9g","Woosolo","Hong Kong",0.0,0,"hong kong","Shop G23, G/F, Phase 3, Metro City, Tseung Kwan O,"
"nhi7","Shanghai Chun Mei Soya Bean King's","Shanghainese",4.8,679,"hong kong","Shop 22, G/F, Phase 3, Metro City, 8 Mau Yip Road, Tseung Kwan O,"
"u3bn","Lucky Cafe Shop","Cha Chaan Teng",4.5,70,"hong kong","Shop D, G/F, King Sing House, 70-72 Chik Chuen Street, Tai Wai,"
"d4fa","Fat Fook Kee","HK Dessert",4.8,233,"hong kong","Shop A116, Ground Floor, Well On Shopping Arcade, 9 Yuk Nga Lane, Tseung Kwan O,"
"f6tn","Burger's Friends Forever (Tseung Kwan O)","American",4.8,404,"hong kong","G22A, Ground Floor, Monterey Place, O'South Coast, 23 Tong Chun Street, Tseung Kwan O,"
"v3wj","Riverside Grill","Western",4.9,198,"hong kong","Shop 20, G/F Papillons Square, 21 Tong Chun Street, Tseung Kwan O,"
"rk92","Sugar Dessert (Tsuen Wan)","HK Dessert",4.7,1205,"hong kong","Shop A, Ground Floor, Tsuen King Building, 83-93 Hoi Pa Street, Tsuen Wan,"
"azye","Easy Eat","Hong Kong",4.6,67,"hong kong","Shop 76, G/F, Market, Mei Lam Estate, 30 Mei Tin Road, Tai Wai,"
"nl72","DONBINI","Japanese",4.5,11,"hong kong","Unit 19, G/F, Skyline Plaza, 88 Tai Ho Road, Tsuen Wan, New Territories,"
"g1gb","Putien (Tsuen Wan Plaza)","Chinese",5.0,53,"hong kong","Shop 416, 4/F, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan,"
"xvmf","Hashtag B (Popcorn 2)","Dessert",0.0,0,"hong kong","Shop F69 & Open Seating Area, 1/F, PopCorn 2, 9 Tong Chun Street, Tseung Kwan O,"
"s9u2","Hong Lok Restaurant","Cha Chaan Teng",4.6,80,"hong kong","G/F, Block D, Tsuen Fat Building, 21 Tsuen Hing Path, Tsuen Wan,"
"da5q","Wagyu Yakiniku Ichiro (Tsuen Wan Plaza)","Japanese",0.0,0,"hong kong","Room A, Shop 621-630, 6/F, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan,"
"k2ed","Cheung Hing Cafe (Sha Tin)","Cha Chaan Teng",4.2,157,"hong kong","Shop 202, 2/F, Pok Hong Estate Commercial Centre, 6 Sha Kok Street, Sha Tin,"
"xrlv","Kyo Watami (Tsuen Wan) [Extended Delivery]","Japanese",0.0,0,"hong kong","Shop B111-B113, B1/F, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan,"
"t6ez","Ca-Tu-Ya (Tsuen Wan West)","Japanese",4.8,972,"hong kong","Shop 116, 1/F, Nina Mall 2, 98 Tai Ho Road, Tsuen Wan,"
"nspf","Cha Fan Go (Lei Muk Shue) [Extended Delivery]","Taiwanese",4.9,17,"hong kong","Shop 128B, 1/F, Lei Muk Shue Shopping Centre, Lei Muk Shue Estate, Wo Yi Hop Road, Kwai Chung,"
"kgih","Pancake House HoiHoi (Tsuen Wan)","Japanese",0.0,0,"hong kong","Shop 117, 1/F, Citywalk, 1 Yeung Uk Road, Tseun Wan,"
"vn4v","Bao Zi Hao Sliced Noodles","Noodles",4.9,15,"hong kong","G/F, 32 Shiu Wo Street, Tsuen Wan,"
"bb7z","LMM TEA&COFE (Tsuen Wan)","Lemon Tea",4.9,22,"hong kong","Portion of Shop B, G/F, Tsuen Wan Building, 2 & 6 Lo Tak Court, Tsuen Wan,"
"w7fj","Sun Kee Cafe (Tsuen Wan)","Cha Chaan Teng",4.9,534,"hong kong","SHOP D, G/F, TSUEN KING BUILDING, 83-93 HOI PA STREET, TSUEN WAN,"
"c3sa","Qian Zhi Wei Beef Rice Noodles","Chinese",4.9,19,"hong kong","Shop 1B & 1C1, G/F, Cheong Tai Building, 97-101 Hoi Pa Street, Tsuen Wan,"
"kq2m","Neko Wafu House","Japanese",0.0,0,"hong kong","Shop A1, G/F, 24 Chung On Street, Tsuen Wan,"
"xi64","Jasmine (Citywalk)","Chinese",0.0,0,"hong kong","Shop 107, 1/F, Citywalk, 1 Yeung Uk Road, Tsuen Wan,"
"uwl9","Indian Things","Indian",4.9,372,"hong kong","Shop B66-67, 1/F, Well On Garden Shopping Arcade, 9 Yuk Nga Lane, Tseung Kwan O,"
"ap07","Ho Hing Shanghai Noodle Restaurant","Cha Chaan Teng",4.6,62,"hong kong","G/F, Block B, 112 Hoi Pa Street, Tsuen Wan,"
"xk0a","Thaichilly (Tseung Kwan O)","Thai",0.0,0,"hong kong","Shop G18C, G/F, Monterey Place, O’ South Coast, 23 Tong Chun Street, Tseung Kwan O,"
"v0sm","Ming Yeung's Noodle","Noodles",4.9,176,"hong kong","G/F, 40 Lo Tak Court, Tsuen Wan,"
"w9jd","Kedai Kopi Semua Semua (Tsuen Wan)","Malaysian",4.8,1925,"hong kong","Flat/RM 07, G/F, Stage 16 Tak Yan House, 71 Tai Pa Street, Tsuen Wan,"
"e27l","Ramen Taifu (Tsuen Wan)","Ramen",5.0,314,"hong kong","Shop 9, G/F, Po Shing Mansion, 85 Tai Ho Road, Tsuen Wan,"
"s9ef","Vegetarian Delight House","Cart Noodles",4.7,205,"hong kong","Shop 15, G/F, Brighton Place, 25 Shiu Wo Street, Tsuen Wan,"
"nw4l","Lin Wu Siu Mei Restaurant","Siu Mei",4.9,116,"hong kong","G/F, Luen Wo Building, 142 Hoi Pa Street, Tsuen Wan,"
"tqho","Taste Yummy","Chinese",4.6,72,"hong kong","G/F, 45 Tsuen Wan Market Street, Tsuen Wan,"
"se2f","Yu Tin Sushi","Sushi",4.8,60,"hong kong","Shop T-PL14, G/F, Po Lam Market, Po Lam Estate, 18 Po Lam Road North, Tseung Kwan O,"
"vxxy","Soup Plus (OP Mall)","Hong Kong",4.6,63,"hong kong","Shop G20, G/F, OP Mall, 100 Tai Ho Road, Tsuen Wan,"
"x9we","SeaRock Lounge","Mediterranean",4.8,158,"hong kong","Shop 22, G/F, The Papillons, 21 Tong Chun Street, Tseung Kwan O,"
"le7h","Kong Kee Roast Goose","Siu Mei",4.6,83,"hong kong","Shop S4, G/F, Xian Wei Market, Bauhinia Garden, 11 Tong Chun Street, Tseung Kwan O,"
"px27","Steam Rice Rolls","Hong Kong",4.8,308,"hong kong","SHOP A1, G/F, CARSON MANSION, 4-6 DUNG FAT STREET, 46-50 & 54-58 LO TAK COURT, 3-5 ON WING STREET, TSUEN WAN, NEW TERRITORIES,"
"xw6y","Shui Chuen Chuan Mei","Sichuan",4.6,194,"hong kong","Shop MS-04, 1/F, Wet Market, Shui Chuen O Plaza, Shui Chuen O Estate, 1 Pok Chuen Street, Sha Tin,"
"w1ar","Xi Xup","Vietnamese",5.0,301,"hong kong","G/F, King Sing House, 70-72 Chik Chuen Street, Tai Wai,"
"w8ov","Sakura (Tsuen Wan)","Sushi",4.9,424,"hong kong","SHOP 4B, G/F, CHEONG TAI BUILDING, 8 TSUEN HING PATH, TSUEN WAN, NEW TERRITORIES,"
"tlwh","Asok Thai Garden (Tsuen Wan)","Thai",4.8,16,"hong kong","Shop 37, UG/F, City Walk, 1 Yeung Uk Road, Tsuen Wan,"
"s3ui","Seoulmate","Korean",4.4,245,"hong kong","Shop No. G25B-G26A, Ground Floor, Monterey, 23 Tong Chun Street, Tseung Kwan O,"
"pvk6","Komeya (Tai Wai)","Japanese",4.9,108,"hong kong","Shop 1-4, G/F, Cooked Food Stall, Mei Lam Estate, 30 Mei Tin Road, Tai Wai,"
"qlsj","Mekha","Thai",4.2,77,"hong kong","Shop F69, 1/F, PopCorn 2, 9 Tong Chun Street, Tseung Kwan O,"
"m0hz","Viet Thai Canteen (Kwai Chung)","Southeast Asian",4.8,782,"hong kong","Shop 68-69, G/F, Bright Lamp Market, Lei Muk Shue Shopping Centre, Kwai Chung,"
"w9ud","Donichi (Tsuen Wan)","Japanese",4.7,1679,"hong kong","46 Shiu Wo Street, Tsuen Wan,"
"pmz9","Old Fung Tea House (Tsuen Wan) [Extended Delivery]","Dim Sum ",4.9,64,"hong kong","Shop G30-G33, G/F, Kolour Tsuen Wan 2, 68 Chung On Street, Tsuen Wan,"
"e6ti","Temai","Japanese",0.0,0,"hong kong","Shop 11, G/F, Skyline Plaza, 88 Tai Ho Road, Tsuen Wan,"
"x5rr","Satisfied Rice Noodle","Rice Noodles",4.7,537,"hong kong","Shop 54-55, Lei Muk Shue Market, G/F, Lei Muk Shue Shopping Centre, 389 Wo Yi Hop Road, Kwai Chung,"
"yvh6","Homeland (Tsuen Wan)","Western",4.7,67,"hong kong","Shop B109-B110, B1/F, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan,"
"oxpi","Chao Inn (Tsuen Wan)","Hong Kong",0.0,0,"hong kong","Shop P9 & P9A, Podium Floor, Luk Yeung Galleria, Tsuen Wan,"
"w6fh","Ching Hing","Hong Kong",4.7,488,"hong kong","Stall T-PL20, G/F, Po Lam Market, Po Lam Shopping Centre, Po Lam Estate, 18 Po Lam Road North, Tseun Kwan O,"
"w1mb","Green Garden Restaurant","Cha Chaan Teng",4.8,908,"hong kong","Shop 103, 1/F, Lei Muk Shue Shopping Centre, Lei Muk Shue Estate, Kwai Chung,"
"l3qu","Monster Spicy (Tsuen Wan)","Sichuan",3.8,45,"hong kong","Shop F1, G/F, Tin Po Building, 91-97 Tai Ho Road, Tsuen Wan,"
"v8ep","Golden Chicken (Tsuen Wan)","Hainan chicken",4.9,243,"hong kong","Shop 2, G/F, Fortune Mansion, 3-5 Cheong Tai Street, Tsuen Wan,"
"eg3e","RealT (Tsuen Wan)","Taiwanese",4.9,203,"hong kong","Shop B, G/F, On Foo Building , 25 Tsuen Hing Path, Tsuen Wan,"
"v2ix","B+BC Cafe (Tseung Kwan O)","Taiwanese",4.8,6143,"hong kong","Shop 133-135, 1/F, TKO Plaza, 1 Tong Tak Street, Tseung Kwan O,"
"xrc0","MOMIJI-CHAYA (OP Mall)","Japanese",0.0,0,"hong kong","Shop 3012, 3/F, OP Mall, 100 Tai Ho Road, Tsuen Wan,"
"qf65","Hong Kong Crispy Roast Goose (MCP)","Cha Chaan Teng",4.8,577,"hong kong","Shop G28, G/F, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O,"
"o7go","Yung Kee Noodles","Noodles",4.8,191,"hong kong","Shop 1006, 1/F, Tseung Kwan O Plaza, 1 Tong Tak Street, Tseung Kwan O,"
"w3xy","Smart Bean Snacks","Hong Kong",4.9,397,"hong kong","Shop A13, G/F, Well On Shopping Arcade, Well On Garden, 9 Yuk Nga Lane, Tseung Kwan O,"
"smff","ka-to Ramen","Ramen",0.0,0,"hong kong","Unit 20, G/F, Skyline Plaza, 88 Tai Ho Road, Tsuen Wan,"
"t8bb","The Hidden Garden 1981 Cafe","Western",4.9,110,"hong kong","Shop 1, G/F, Tsuen Wan Town Hall, 72 Tai Ho Road, Tsuen Wan,"
"bbsl","Cheung Wong Brine King (Tsuen Wan)","Chiu Chow",0.0,0,"hong kong","Shop A, G/F, Tsuen Fung Building, 39-43A, Tsuen Wan Market Street, Tsuen Wan,"
"g2my","Yi Mian Yuan (Tseung Kwan O)","Dumpling",0.0,0,"hong kong","Shop 38, G/F, Beverly Garden Shopping Centre, 1 Tong Ming Street, Tseung Kwan O,"
"y7iv","Wing Hing Noodle (Tseung Kwan O)","Hong Kong",4.7,330,"hong kong","Stall 17-18, Verbena Heights Market, G/F, Verbena Heights, 8 Mau Tai Road, Tseung Kwan O,"
"s23i","MC Dau (MCP Discovery)","Cha Chaan Teng",4.8,1105,"hong kong","Shop 138A, 1/F, MCP Discovery, 8 Mau Yip Road, Po Lam, Tseung Kwan O,"
"v5zr","Vision 8","Italian",5.0,144,"hong kong","G/F, Wing On House, 34 Shiu Wo Street, Tsuen Wan,"
"wgik","HOMEMADE","Hong Kong",0.0,0,"hong kong","Shop A3, G/F, Block B, Wah Shing Building, 80-84 Hau Tei Square, Tsuen Wan,"
"v5rp","Cheung Kee Delicious Food (Tseung Kwan O)","Cha Chaan Teng",4.8,996,"hong kong","Shop A5, G/F, Well On Shopping Arcade, 9 Yuk Ngai Lane, Tseung Kwan O,"
"zl0u","Bashi Ramen (Popcorn)","Japanese",0.0,0,"hong kong","Shop G49, G/F, POPCORN 2, 9 Tong Chun Street, Tseung Kwan O,"
"ii5s","Taipei Rendezvous (Tsuen Wan)","Taiwanese",0.0,0,"hong kong","Shop 432, Level 4, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan,"
"uv49","Sak Tak Hei Congee & Noodles Restaurant","Hong Kong",0.0,0,"hong kong","Shop 104, G/F, Shek Wai Kok Shopping Centre, 3 Shek Wai Kok Road, Tsuen Wan,"
"njk3","Brotzeit German Bier Bar & Restaurant (Tsuen Wan)","German",4.9,23,"hong kong","Shop 12-15, G/F, OP Mall, 100 Tai Ho Road, Tsuen Wan,"
"x7wx","Golden Thai Food (Tsuen Hing Path)","Thai",4.6,428,"hong kong","G/F, 13 Tsuen Hing Path, Tsuen Wan, New Territory,"
"d8w9","Potluck (Tseung Kwan O)","Hot Pot",0.0,0,"hong kong","Shop 5, PopFood, 2/F, PopCorn, 9 Tong Yin Street, Tseung Kwan O,"
"mmjr","Lung Chun Snack (Tseung Kwan O)","Hong Kong",4.3,174,"hong kong","Shop S8A-1, G/F, Bauhinia Garden Shopping Arcade, 11 Tong Chun Street, Tseung Kwan O,"
"v7mt","Baba's Station","Curry",4.8,521,"hong kong","Shop C1, G/F, Tsuen Wan Building Stage 2, 77A-81 Hoi Pa Street, Tsuen Wan,"
"jwfn","SanXiLou (Tsuen Wan) 【Hall of Fame Dim Sum & Sichuan Cuisine】","Chinese",0.0,0,"hong kong","Shop B120-122, B1/F, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan,"
"ocj0","Sugidama (Citywalk)","Sushi",4.8,46,"hong kong","Shop G72,G73 and G75B, G/F, Citywalk, 1 Yeung Uk Road,"
"v5yr","Tea b+bc (Tseung Kwan O)","Bubble Tea",5.0,220,"hong kong","Shop 133-135, 1/F, TKO Plaza, 1 Tong Tak Street, Tseung Kwan O,"
"w2gs","Showa Japanese Restaurant (Tsuen Wan)","Japanese",4.9,224,"hong kong","Shop 78-79, G/F, Lei Muk Shue Market, Lei Muk Shue Estate, Kwai Chung,"
"tpjs","Thai Chicken Restaurant [Extended Delivery]","Thai",0.0,0,"hong kong","Shop A & B, G/F, Tak Yan Building Stage 4, 21-25 Tsuen Wan Market Street, Tsuen Wan,"
"lp0q","The Chas Long Long Ago","Chinese",0.0,0,"hong kong","Shop B, G/F, Chik Sin Building, 77-81 Chik Shun Street, Tai Wai,"
"obnc","Sheung Tong","HK Dessert",4.8,224,"hong kong","Shop S1B, Ground Floor, Bauhinia Garden Commercial Complex, Tseung Kwan O,"
"pph0","Duck Licious","Chinese",4.7,25,"hong kong","Shop G48-G77, G/F, Citywalk, 1 Yeung Uk Road, Tsuen Wan,"
"w8cm","Shiu Wo Cha Chaan Teng","Cha Chaan Teng",4.9,1868,"hong kong","G/F, 36SHIU WO STREET, TSUEN WAN,"
"w0cr","Lung Cha","Taiwanese",5.0,406,"hong kong","Shop A48, G/F, Well On Shopping Arcade, 9 Yuk Nga Lane, Tseung Kwan O,"
"l4xa","Sakanaya no Delica (Tsuen Wan)","Japanese",4.8,77,"hong kong","Yata Food Court, Unit TW-4-002(A) & 002(B), Shops 401-403 & 458-480, 4/F, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan,"
"x0dc","Ann Mamma Thai Kitchen","Thai",4.7,606,"hong kong","G/F, 11 Tso Kung Square, Tsuen Wan,"
"bpu3","Cha Thai (MCP Discovery)","Thai",4.7,358,"hong kong","Shop 249-251, 2/F, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O,"
"ye0a","Viet Tea","Bubble Tea",4.9,30,"hong kong","Shop 2021-23, 2/F, MCP Central (Phase II), 8 Yan King Road, Tseung Kwan O,"
"sxic","An Nam Pho (Tseung Kwan O)","Pho",4.8,923,"hong kong","Shop 2021-23, 2/F, MCP Central (Phase II), 8 Yan King Road, Tseung Kwan O,"
"qzd3","Tea Melody","Bubble Tea",4.9,115,"hong kong","Shop C, G/F, Stage 11, Tak Yan Building, 67-69 Yuen Tun Circuit, Tsuen Wan,"
"w8of","Ying Bento Express","Skewers",4.9,30,"hong kong","Shop 1, G/F, Heung Shing Building, 5-7 Heung Wo Street, Tsuen Wan,"
"e2xk","San Fuk Rice Rolls","Hong Kong",4.8,89,"hong kong","Shop 30, G/F, Beverly Garden Shopping Centre, 1 Tong Ming Street, Tseung Kwan O,"
"w8og","King of Dumpling (Tseung Kwan O)","Shanghainese",4.4,650,"hong kong","Shop 1009, Level 1, Metro City, Phase 2, 8 Yan King Road, Tseung Kwan O,"
"f4ap","Stay","Hong Kong",3.8,694,"hong kong","Shop 34, Ground Floor, Beverly Garden Centre, 1 Tong Ming Street, Tseung Kwan O,"
"v7gg","Fat Mui Snack","Hong Kong",4.9,1356,"hong kong","SHOP 31, G/F, BEVERLY GARDEN, 1 TONG MING STREET, TSEUNG KWAN O,"
"lugg","Water and Sweet","HK Dessert",0.0,0,"hong kong","Stall S-SK61, Sha Kok Market, G/F, Sha Kok Shopping Centre, Sha Kok Estate, 5 Sha Kok Street, Sha Tin,"
"qrrz","Dumpling Shop","Dumpling",4.6,164,"hong kong","Shop 5, G/F, On Foo Building, 26-42 Lo Tak Court, Tsuen Wan,"
"a3vw","Delifrance (Sha Tin)","Western",4.9,649,"hong kong","Shop 65, Level 3, Hilton Plaza, 3-9 Shatin Centre Street, Shatin,"
"b0dc","Tim Kee","Rice Noodles",4.8,85,"hong kong","G/F, 42 Heung Wo Street, Tsuen Wan,"
"uffl","Sushi Master (Sha Kok) [Extended Delivery]","Sushi",3.4,12,"hong kong","Stall S-SK54, G/F, Sha Kok Market, Sha Kok Shopping Centre, Sha Kok Estate, 5 Sha Kok Street, Sha Tin,"
"kwej","Jia Season","Hong Kong",4.9,177,"hong kong","UNIT TKO-10, SHIOP NO.UG036, UG/F, MCP CENTRAL TSEUNG KWAN O, SAI KUNG, NT,"
"y74i","Korean Loft Cafe (Tsuen Wan) [Extended Delivery]","Korean",4.7,52,"hong kong","Shop G4-6, G/F, Foo Yu Building, 275 Castle Peak Road - Tsuen Wan, Tsuen Wan,"
"w8ev","Daimon Shokudo (Tseung Kwan O)","Japanese",4.8,242,"hong kong","Shop L209, AEON, 2/F, Tseung Kwan O Plaza, 1 Tong Tak Street, Tseung Kwan O,"
"r8do","Yuan Yuan Sichuan Cuisine (MCP Central)","Sauerkraut fish",4.5,162,"hong kong","Shop 2035-36, 2/F, MCP Central Phase II, 8 Yan King Road, Tseung Kwan O, Hong Kong,"
"udjk","Peninsula Teng (Sha Kok Estate) [Extended Delivery]","Cha Chaan Teng",4.6,39,"hong kong","Stall S-SK58, Sha Kok Market, G/F, Sha Kok Shopping Centre, Sha Kok Estate, 5 Sha Kok Street, Sha Tin,"
"zbi1","Room Garden Cafe","Western",0.0,0,"hong kong","Shop 32C, 2/F, Nan Fung Centre, 264-298 Castle Peak Road - Tsuen Wan, Tsuen Wan,"
"v3ww","Tai Cheong Bakery (Po Lam)","Hong Kong",0.0,0,"hong kong","SHOP POA 18,1/F, MTR PO LAM STATION, TSEUNG KWAN O,"
"v7ga","Sun Kwong Fat (Sha Tin)","Hong Kong",3.8,145,"hong kong","Shop 1-2 & 4, G/F, Cooked Food Stall, Pok Hong Estate, Sha Kok Street, Sha Tin,"
"aa77","Chicken & Pasta (Tsuen Wan)","Fried Chicken",4.9,27,"hong kong","Shop E, G/F, Wong Kam Building, 6 Fu Yung Street, Tsuen Wan,"
"a4ft","Lucky U","Western",5.0,15,"hong kong","Shop 5-7, Ground Floor, Fortune Mansion, 105-129 Sha Tsui Road, Tsuen Wan,"
"mxia","A Lai Noodle","Cart Noodles",4.8,803,"hong kong","Shop 6, G/F, 41 Tai Pa Street, Tsuen Wan,"
"enex","Together Tomato","Cha Chaan Teng",4.8,284,"hong kong","Shop 12, G/F, On Fu Building, 26 Lo Tak Court, Tsuen Wan,"
"v9rt","Pu-Erh (Tai Pa Street)","Rice Noodles",4.7,528,"hong kong","Shop 3, G/F, 59 Tai Pa Street, Tsuen Wan,"
"i9id","Mommy Tastes","Chinese",5.0,76,"hong kong","Stall 49, G/F, Pok Hong Estate Market, 6 Sha Kok Street, Sha Tin,"
"e0ck","Cook Idea (Sha Kok)","Rice Noodles",4.3,281,"hong kong","Stall S-SK3 G/F, Sha Kok Market, Sha Kok Estate, Sha Tin,"
"if8i","Shiba","Skewers",5.0,99,"hong kong","Shop 56, G/F, Beverly Garden Shopping Centre, 1 Tong Ming Street, Tseung Kwan O,"
"x7py","The Alchemist Cafe (Tseung Kwan O)","Western",5.0,668,"hong kong","Shop G53, G/F, Hong Kong Velodrome, 105-107 Po Hong Road, Tseung Kwan O,"
"w2um","Ushi City Stone Grill House","Japanese",4.5,73,"hong kong","Shop D1, G/F,  Dao Shing Building, 43-59 Heung Wo Street, Tsuen Wan,"
"ulo7","Lao Cuo Bian (Tsuen Wan)","Taiwanese",4.9,413,"hong kong","Shop D, G/F & Cockloft, Tak Yan Building Stage 15, 19-27 Tai Pa Street, Tsuen Wan,"
"qps0","Good Taste Snack Food Shop","Hong Kong",4.7,79,"hong kong","Stall 2 inside Shop 9, Ground Floor, On Hong Building, 47 Tai Pa Street, Tsuen Wan,"
"y9mi","Torazou (Tsuen Wan)","Ramen",4.4,23,"hong kong","Counter TW-4-003, YATA Department Store, 4/F, Tsuen Wan Plaza, 4 Tai Pa Street, Tsuen Wan,"
"w3wb","LUCULLUS (Tsuen Wan Plaza)","Cakes",4.9,67,"hong kong","Shop 405, 4/F, Tsuen Wan Plaza, N.T.,"
"kjvz","Thai Zasty","Thai",0.0,0,"hong kong","Unit TKO-04, Shop UG036, UG/F, Phase 2, MCP Central, 8 Yan King Road, Tseung Kwan O,"
"lfco","Happiness Eat","Hong Kong",0.0,0,"hong kong","Shop M, G/F, Winning Heights, 277-287 Castle Peak Road, Tsuen Wan,"
"f3am","KOKA (Sha Tin)","Skewers",0.0,0,"hong kong","Shop A326, 3/F, New Town Plaza Phase 3, Sha Tin,"
"w7nx","Kam Kee Seafood Restaurant (Tsuen Wan)","Chinese",4.5,534,"hong kong","G/F, No. 21 Tso Kung Square, Tsuen Wan,"
"v2xd","Sugar Dessert (Po Lam)","HK Dessert",4.9,1890,"hong kong","Shop G07, G/F, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O,"
"v7iq","Hau Xing Yu Shredded Chicken (Tseung Kwan O)","Shredded chicken",4.5,712,"hong kong","Shop 96A, G/F, Beverly Garden Shopping Centre, 1 Tong Ming Street, Tseung Kwan O,"
"gmj3","May's Hot & Spicy","Sichuan",4.8,14,"hong kong","Shop 169, G/F, Fook Chi Lau, Moon Lok Dai Ha, 169 Sha Tsui Road, Tsuen Wan,"
"c2oo","Tomato 18 (Tseung Kwan O)","Cha Chaan Teng",4.9,5733,"hong kong","Shop G05, Ground Floor, Savannah Place, 3 Chi Shin Street, Tseung Kwan O,"
"v0kp","New Broadly Good Noodle & Congee (Lo Tak Court)","Hong Kong",4.8,1787,"hong kong","G/F, 75 LO TAK COURT, TSUEN WAN,"
"wpvu","Cha Fan Cafe (Sha Kok Estate)","Cha Chaan Teng",4.9,202,"hong kong","Stall S-SK58, Sha Kok Market, G/F, Sha Kok Shopping Centre, Sha Kok Estate, 5 Sha Kok Street, Sha Tin,"
"uja3","The Soup","Hong Kong",4.8,683,"hong kong","Shop 3, G/F, Tak Yan Building Stage 3, 11-15 Tso Kung Square, Tsuen Wan,"
"knw7","Lane Noodles (Tseung Kwan O)","Chinese",4.5,863,"hong kong","Shop 1-091-093, 1/F, Tseung Kwan O Plaza, 1 Tong Tak Street, Tseung Kwan O,"
"pef1","Mr Wo","Dessert",4.6,81,"hong kong","Shop 4, G/F, Yung Ming Shopping Centre, Yung Ming Court, 5 Chi Shin Street, Tseung Kwan O,"
"xk7s","Xun Wei","Hong Kong",0.0,0,"hong kong","Shop 1, G/F, Yen Wai Garden, 5 Tai Pa Street, Tsuen Wan,"
"fz2j","JIU YUAN (Po Lam)","Sichuan",0.0,0,"hong kong","Shop UG051G, G/F, MCP CENTRAL (Phase II), 8 Yan King Road, Po Lam,"
"ln4l","Tea Word Tea Lan [Extended Delivery]","Bubble Tea",0.0,0,"hong kong","Shop A62, 1/F, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan,"
"v0eo","Greenland Restaurant","Cha Chaan Teng",4.9,3854,"hong kong","1/F AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, JAT MIN CHUEN, 7 JAT MIN CHUEN STREET, SHA TIN,"
"anh2","Octmoon (Tseung Kwan O)","Taiwanese",0.0,0,"hong kong","Shop 1086-1090A, Level 1, Phase 2, Metro City, 8 Yan King Road, Tseung Kwan O,"
"n3ko","Eat More","Italian",0.0,0,"hong kong","Shop 3 & 4, G/F, 5-7 Tai Pa Street, Tsuen Wan,"
"d832","Kam Sha Kok Cafe (Sha Tin)","Cha Chaan Teng",4.7,560,"hong kong","Shop 1-4, G/F, Cooked Food Stall, Sha Kok Estate, Sha Kok Street, Sha Tin,"
"w6nw","First Love","Taiwanese",4.0,1210,"hong kong","Shop G26, G/F, Papillons Square, 21 Tong Chun Street, Tseung Kwan O,"
"v3kd","Wan Nam Noodles","Chinese",4.9,1351,"hong kong","96B, HEUNG WO STREET, G/F, TSUEN WAN,"
"cv73","Authentic Mi Xian Restaurant","Hong Kong",4.9,204,"hong kong","Shop CF8, 1/F, Heung Che Street Market and Cooked Food Centre, 8 Tso Kung Street, Tsuen Wan,"
"p5hx","Mei Garden (Tsuen Wan)","Siu Mei",4.1,37,"hong kong","G/F, 21-23 Tai Pa Street, Tsuen Wan,"
"w7po","M&C Duck (Tsuen Wan Plaza)","Chinese",4.9,36,"hong kong","Shop 508-510, 5/F, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan,"
"c6qe","Sichuan Place","Sichuan",4.7,80,"hong kong","Shop S-SK55, Sha Kok Market, G/F, Sha Kok Shopping Centre, Sha Kok Estate, 5 Sha Kok Street, Sha Tin,"
"blx3","Coco Meow","Taiwanese",0.0,0,"hong kong","Shop 205-206, 2/F, MCP ONE, 1 Wan Hang Road, Tseung Kwan O,"
