"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"ezw1","Mori Ya","Japanese",4.9,82,"hong kong","Shop B, G/F, Yam Tze Commercial Building, 23 Thomson Road, Wai Chai,"
"joqb","India Gate Indian Cuisine (Wan Chai)","Curry",4.8,166,"hong kong","Unit 1A, 1/F, Hundred City Centre, 7-17 Amoy Street, Wan Chai,"
"d2zq","Yucca De Lac","Cantonese",0.0,0,"hong kong","Unit C, Shop 201-202, 2/F, Peak Galleria, 118 Peak Road, The Peak,"
"s1lg","Old Beijing (Wan Chai)","Beijing",4.9,249,"hong kong","G/F, Hing Bong Mansion, 113 Lockhart Road, Wan Chai,"
"kkx7","Chef's Meal (Wan Chai)","Korean",4.7,21,"hong kong","Shop C1, G/F, Southorn Mansion, 55-61 Johnston Road, Wan Chai,"
"w5xu","King Bakery (Lee Tung Avenue) (Restaurant)","Hong Kong",5.0,404,"hong kong","Shop G13, G/F, The Avenue, 200 Queen's Road East, Wan Chai,"
"orz2","Breakfast Express","Western",4.7,15,"hong kong","Shop 1A & B, G/F, ibis Hong Kong Central & Sheung Wan Hotel, 28 Des Voeux Road West, Sheung Wan,"
"s1cl","The Oyster House","Western",4.3,76,"hong kong","25/F, QRE Plaza, 202 Queen's Road East, Wan Chai,"
"w8uv","Bai Le Restaurant","Hong Kong",4.9,139,"hong kong","Shop 1, G/F, 108-110 Jaffe Road, Wan Chai,"
"y1zj","Kaneko Hannosuke (Wan Chai)","Japanese",4.7,85,"hong kong","Shop G16, G/F, Lee Tung Avenue, 200 Queen's Road East, Wan Chai,"
"i4ju","Ying Kee Four Seasons Herbal Cuisine","Noodles",4.9,173,"hong kong","G/F, Floral House, 69 Hennessy Road, Wan Chai,"
"x6rs","Sun Kau Kee","Hong Kong",4.9,460,"hong kong","Shop C9, G/F, Wealthy Mansion, 7-11 Tai Wong Street East, Wan Chai,"
"aabg","Nepalese Restaurant","Indian",4.5,36,"hong kong","Shop A, 1/F, Shu Tak Building, 22-30 Tai Wong Street East, Wan Chai,"
"k3si","Don Shing Japanese Cuisine","Japanese",0.0,0,"hong kong","G/F, 33 Amoy Street, Wan Chai,"
"v7ay","Big Pizza (Wan Chai)","Pizza",4.7,1201,"hong kong","Shop 5, G/F, Wanchai Central Building, 89 Lockhart Road, Wan Chai,"
"omya","Chun Shing Kitchen","Cha Chaan Teng",4.9,357,"hong kong","2/F, Mirage Tower, 15 Thomson Road, Wan Chai,"
"b1is","Gingko House (Wan Chai)","Japanese",0.0,0,"hong kong","Shop A, G/F, Yam Tze Commercial Building, 23 Thomson Road, Wan Chai,"
"s5nm","Banh Mì","Vietnamese",4.9,575,"hong kong","G/F, Shu Tak Building, 28 Tai Wong Street East, Wan Chai,"
"s3jm","KonFusion Restaurant and Bar","Western",4.9,164,"hong kong","Shop B, G/F, Lai Yan Lau, 42-56 Queen's Road West, Sheung Wan,"
"w3nr","Kee Wah Tearoom","Cha Chaan Teng",4.5,142,"hong kong","Shop 186, 188-189, 1/F, 186-188 Queen's Road East, Wan Chai,"
"nyki","Partager Bistro [Extended Delivery]","Western",0.0,0,"hong kong","Portion A of G/F & Upper Deck, Wanchai Tower, 12 Harbour Road, Wan Chai,"
"pzwv","Sai Wah Tea Restaurant","Cha Chaan Teng",0.0,0,"hong kong","Shop A-B, G/F, Shu Fat Building, 25-29 Thomson Road, Wan Chai,"
"rzaa","Mama Malouf (Wan Chai)","Middle Eastern",4.8,23,"hong kong","G/F, Hing On Mansion, 101-103 Queen's Road East, Wan Chai,"
"o3fn","Flagship","Western",5.0,1,"hong kong","G/F, 35 Ship Street, Wan Chai,"
"w0ha","Beijing Home (Wan Chai)","Beijing",4.8,861,"hong kong","Shop 704, 7/F & Shop 802, 8/F, Hopewell Centre, 183 Queen's Road East, Wan Chai,"
"t8ht","Injoi (Wan Chai)","Coffee",0.0,0,"hong kong","Portion A, G/F, Heng Shan Centre, 141-145 Queen's Road East, Wan Chai,"
"d06s","Boss House (Wan Chai)","Cha Chaan Teng",4.8,301,"hong kong","Shop A, G/F, Newman House, 35-45 Johnston Road, Wan Chai,"
"s8tk","Fook Yuen Chuen Heung Kok","Sichuan",4.9,380,"hong kong","2/F, Bayfield Building, 99 Hennessy Road, Wan Chai,"
"kq9v","Super Hong Kong Restaurant","Cha Chaan Teng",4.6,91,"hong kong","G/F, Mirage Tower, 15 Thomson Road, Wan Chai,"
"v9dh","Sun Chuk Yuen Vietnamese Restaurant (Wan Chai)","Vietnamese",4.9,1030,"hong kong","Shop 1, G/F, York Place, 22 Johnston Road, Wan Chai,"
"mr5p","Portuguese Avo by La Maison","Western",0.0,0,"hong kong","Shop B, 1/F, Mountain View Mansion, 2-10 Swatow Street, Wan Chai,"
"tkn9","California Express (Wan Chai Central Building) [Extended Delivery]","Burgers",0.0,0,"hong kong","Shop 3, G/F, Wanchai Central Building, 89 Lockhart Road, Wan Chai,"
"st10","Soi.29 (Wan Chai)","Thai",0.0,0,"hong kong","Shop F & G, G/F & M/F, Cheung Hong Mansion, 1-3 Thomson Road, Wan Chai,"
"ik59","Cappadocia Turkish Kebab","Kebab",4.8,35,"hong kong","Shop A, G/F, Gaylord Commercial Building,114-120 Lockhart Road, Wan Chai,"
"n546","Denmark Cafe","Cha Chaan Teng",4.9,410,"hong kong","Shop A117-119, G/F, Hennessy Building, 117-123 Hennessy Road, Wan Chai,"
"kcxn","The Baker & The Bottleman","Bakery",4.9,287,"hong kong","Shop G14&G15, G/F, The Avenue, 200 Queen’s Road East, Wan Chai,"
"g3mq","ABURI-EN (Lee Tung Avenue)","Rice Bowl",4.9,397,"hong kong","Shop G02-G03, G/F, The Avenue, 200 Queen's Road East, Wan Chai,"
"s2xc","Sichuan Paradise","Sichuan",4.9,483,"hong kong","3/F, One Capital Place, 18 Luard Road, Wan Chai,"
"v2rl","Rakuraku Ramen (Wan Chai)","Ramen",4.9,309,"hong kong","Shop G30, G/F, The Avenue, 200 Queen's Road East, Wan Chai,"
"izx9","Lemon Grass (Wan Chai)","Singaporean",4.4,18,"hong kong","G/F (Portion) & M/F, Kew Green Hotel, Wanchai Hong Kong, 41-49 Hennessy Road, Wan Chai,"
"v5xl","Bosom Hainan Chicken","Hainan chicken",4.9,790,"hong kong","G/F, Hip Sang Building, 109 Hennessy Road, Wan Chai,"
"loz1","Wing Wah AllDay (Lee Tung Avenue)","Hong Kong",4.8,499,"hong kong","Shop G22-23, G/F, Lee Tung Avenue, 200 Queen's Road East, Wan Chai,"
"hf0n","Coco Home (Wan Chai) [Extended Delivery]","Japanese",4.7,14,"hong kong","G/F (Portion) & M/F, Kew Green Hotel, Wanchai Hong Kong, 41-49 Hennessy Road, Wan Chai,"
"x6kq","Shanghai 369 Restaurant","Shanghainese",4.9,1904,"hong kong","G/F, Heung Hoi Mansion, 30-32 O'Brien Road, Wan Chai,"
"qxzv","Kanzan Menya (Wan Chai)","Japanese",0.0,0,"hong kong","Shop 6A, 6/F, Phase 2, Hopewell Centre, 15 Kennedy Road, Wan Chai,"
"k6je","Harbour Kitchen","Hong Kong",4.9,284,"hong kong","Harbour Road Entrance, G/F, Hong Kong Convention and Exhibition Centre, 1 Harbour Road, Wan Chai,"
"xhex","Silk. (Wan Chai)","Bubble Tea",4.9,242,"hong kong","Shop G39, G/F, Lee Tung Avenue, 200 Queen's Road East, Wan Chai,"
"o92w","Guang Mein Zi Professional Noodle (Wan Chai)","Noodles",4.8,115,"hong kong","Shop 4, G/F, On Hing Mansion, 2-4 Tai Wong Street East, Wan Chai,"
"xuox","West Village Pizza House","Western",4.1,48,"hong kong","Shop 1A & B, G/F, ibis Hong Kong Central & Sheung Wan Hotel, 28 Des Voeux Road West, Sheung Wan,"
"cv5o","27 Kebab House (Wan Chai)","Kebab",4.9,538,"hong kong","Shop D, G/F, King Tao Building, 94-100 Lockhart Road, Wan Chai,"
"v2yn","Panda & Son","Italian",4.8,67,"hong kong","Shop 1A & B, G/F, ibis Hong Kong Central & Sheung Wan, 28 Des Voeux Road West, Sheung Wan,"
"s3le","Namaste Kitchen","Indian",4.9,2307,"hong kong","G/F, Medal Court, 38 Queen's Road West, Sheung Wan,"
"vlbs","Wrap Cuisine (Wan Chai)","Mexican",4.7,108,"hong kong","Shop 4, G/F, Wan Chai Central Building, 89 Lockhart Rd, Wan Chai,"
"d1du","Red City Cafe","Cha Chaan Teng",5.0,666,"hong kong","Shop 2, G/F, York Place, 22 Johnston Road, Wan Chai,"
"kmmr","Jiufen Taiwanese Food [Extended Delivery]","Taiwanese",3.6,21,"hong kong","G/F (Portion) & M/F, Kew Green Hotel, Wanchai Hong Kong, 41-49 Hennessy Road, Wan Chai,"
"o4io","Chautari Indian and Nepalese Cuisine","Curry",5.0,256,"hong kong","Stall CF12, Queen's Street Cooked Food Market, 1/F, 38 Des Voeux Road West, Sheung Wan,"
"fu40","Ebeneezer's Express (Wanchai)","Kebab",4.9,759,"hong kong","Shop 4, G/F, Wanchai Central Building, 89 Lockhart Road, Wan Chai,"
"icgy","Delhi 6 Indian cuisine Restaurant & Bar","Indian",3.9,18,"hong kong","Unit 1A, 1/F, Hundred City Centre, 7-17 Amoy Street, Wan Chai,"
"w2vc","Ho Sing Coffee Stall","Hong Kong",1.2,27,"hong kong","Shop A3, G/F, 87 Hennessy Road, Wan Chai,"
"z4tu","Holy Gaw","Filipino",4.9,64,"hong kong","Shop 4-4A, Yen May Building, 15 Swatow Street, Wan Chai,"
"fvza","A Taste of Hunan","Chinese",0.0,0,"hong kong","Shop H, G/F, Hong Kong Building, 137-139 Lockhart Road, Wan Chai,"
"quy3","Pin To Thai","Thai",4.9,103,"hong kong","Shop C, G/F, 50 Johnston Road, Wan Chai,"
"x3hi","Yixin Restaurant","Cantonese",4.8,118,"hong kong","Shop 3-4, G/F & B/F, Shanghai Industrial Investment Building, 48-62 Hennessy Road, Wan Chai,"
"asc7","COMEBUYTEA (Wan Chai On Hong Commercial Building)","Bubble Tea",4.9,275,"hong kong","Shop 1, G/F, On Hong Commercial Building, 145 Hennessy Road, Wan Chai,"
"fcdc","Peking Dumpling Wong","Hong Kong",4.7,197,"hong kong","Shop C, G/F, 118 Jaffe Road, Wan Chai,"
"mil0","The Satay Club","Cha Chaan Teng",4.8,56,"hong kong","Shop 1-2, G/F, Mei Fai Mansion, 110-116 Jaffe Road, Wan Chai,"
"v1iq","Chiu Hing Noodles (Hennessy Road)","Noodles",4.9,131,"hong kong","G/F, 80 Hennessy Road, Wan Chai,"
"w2yl","Taboo","International",4.8,52,"hong kong","Shop A & C, G/F, One Capital Place, 18 Luard Road, Wan Chai,"
"ua1t","The Wanch","Western",0.0,0,"hong kong","Portion of G/F & 1/F, Henan Building, 90-92 Jaffe Road, Wan Chai,"
"rb65","IHOP - International House of Pancakes (Wan Chai)","American",0.0,0,"hong kong","Shop G26 on G/F & F26A on 1/F, Lee Tung Avenue, 200 Queen's Road East, Wan Chai,"
"qn7c","90s Café","Cha Chaan Teng",4.9,199,"hong kong","Shop C, G/F, Shu Fat Building, 25-29 Thomson Road, Wan Chai,"
"blk1","San Hei","Chinese",4.9,206,"hong kong","2/F, Mirage Tower, 15 Thomson Road, Wan Chai,"
"x8qh","Ra Cha Moo Yang","Thai",4.9,1107,"hong kong","Shop AB, G/F, 87 Hennessy Road, Wan Chai,"
"i9ot","Nituya","Japanese",0.0,0,"hong kong","2/F, Connaught Marina, 48 Connaught Road West, Sheung Wan,"
"s9ja","Tallore","Western",5.0,2029,"hong kong","G/F, Hundred City Centre, 7-17 Amoy Street, Wan Chai,"
"v4gg","WYJI. Handmade Noodle. Barbecue","Chinese",4.8,263,"hong kong","Shop D-E, G/F, Lok Ku House, 118 Jaffe Road, Wan Chai,"
"ryby","Champion Roasting","Siu Mei",5.0,58,"hong kong","Shop E, G/F, Thomson Commercial Building, 8 Thomson Road, Wan Chai,"
"is0b","Major and Minor [Extended Delivery]","International",0.0,0,"hong kong","Portion A of G/F, 41-49 Hennessy Road, Wai Chai,"
"x8qj","Ichitora (Wan Chai)","Ramen",4.9,106,"hong kong","G/F, 23 Amoy Street, Wan Chai,"
"v1hs","Boston Restaurant","Western",4.4,410,"hong kong","G/F, Southorn Mansion, 3 Luard Road, Wan Chai,"
"w1mz","D&K Roasted Goose and Deluxe Soup Restaurant (The Peak)","Siu Mei",4.8,146,"hong kong","Shop 107, L1, 118 Peak Road, The Peak Galleria, The Peak,"
"wtza","A Basic Coffee Production","Coffee",0.0,0,"hong kong","Shop 2, G/F, On Hing Mansion, 2-4 Tai Wong Street East, Wan Chai,"
"axsu","Shang Ching (Lee Tung)","Taiwanese",4.9,570,"hong kong","Shop G31 on G/F & Shop F31A on 1/F, Lee Tung Avenue, No.200 Queen's Road East, Wan Chai, HK,"
"v0nt","ISTANBUL EXPRESS","Kebab",4.9,319,"hong kong","灣仔駱克道66號 G/F 66 Lockhart Road Wanchai,"
"kb8f","My Don Road","Japanese",4.9,151,"hong kong","G/F, 111 Hennessy Road, Wan Chai,"
"yivh","Yuen Long Hop Lung Noodle (Admiralty)","Chiu Chow",4.9,30,"hong kong","Shop 2, G/F, Greatmany Centre, 109-115 Queen's Road East, Wan Chai,"
"s5ma","Jack's Pizzeria","Pizza",4.9,2695,"hong kong","Shop G, G/F, Tung Cheung Building, 1 Second Street, Sai Ying Pun,"
"a1ay","OH! MY BREAD","Taiwanese",0.0,0,"hong kong","Shop 103, 1/F, China Resources Building, 26 Harbour Road, Wan Chai,"
"v2nb","Kam Dau Kee Seafood Restaurant","Cantonese",4.8,136,"hong kong","Shop A2, 1/F, Tower 2 & 3, The Zenith, 3 Wan Chai Road, Wan Chai,"
"j3cv","Yee Fu Restaurant","Cha Chaan Teng",4.6,78,"hong kong","G/F, 67 Third Street, Sai Ying Pun,"
"v7ha","Hainan (First Street)","Hainan chicken",4.8,987,"hong kong","Shop B, G/F, Charming Court, 55 First Street, Sai Ying Pun,"
"j2av","Ding Tai Pickled Fish","Sichuan",4.7,716,"hong kong","Shop 7-8, G/F, Kin Lee Building, 130-146 Jaffe Road, Wan Chai,"
"ynkk","Otters In a Pot (Tsim Sha Tsui)","Bubble Tea",4.7,105,"hong kong","Shop 21E, 3/F, LCX, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui,"
"f2dy","Rangsit Thai Boat Noodles (Wan Chai)","Thai",0.0,0,"hong kong","Shop 2, G/F, Garden East, 222 Queen's Road East, Wan Chai,"
"lhfg","Jack's Pizza Corner","Pizza",4.7,68,"hong kong","Shop G, G/F, Tung Cheung Building, 1 Second Street, Sai Ying Pun,"
"lu70","Cheung Hing Kee Shanghai Pan-fried Buns (Wan Chai)","Shanghainese",4.9,36,"hong kong","G/F, 76 Thomson Road, Wan Chai,"
"s9dm","Salute","Italian",4.7,331,"hong kong","Shop G, G/F, Tung Cheung Building, 1 Second Street, Sai Ying Pun,"
"pjet","Ginza Japanese Cuisine","Japanese",0.0,0,"hong kong","Shop 2, G/F, Island Crest, 8 First Street, Sai Ying Pun,"
"gvr1","Bro's Sis","Western",0.0,0,"hong kong","Shop B, G/F, Tak Ming Lau, 6-8 Second Street, Sai Ying Pun,"
"w8nu","Wa Sho Ku","Japanese",4.9,693,"hong kong","G/F, Ka Yee Building, 119 Thomson Road, Wan Chai,"
"w8nd","Ching Ching Dessert","HK Dessert",4.9,652,"hong kong","8 Wan Chai Road, Wan Chai, Hong Kong,"
"s5cr","Subway (Wan Chai)","American",4.9,2654,"hong kong","G/F, Salson House, 3 O'Brien Road, Wan Chai,"
"kj2h","Pasta Box [Extended Delivery]","Western",0.0,0,"hong kong","Kitchen 23, Freshlane, 2/F, Lucky Commercial Centre, 103 Des Voeux Road West, Sheung Wan,"
"eeci","FIKAFABRIKEN","Western",4.9,19,"hong kong","Shop 6, G/F, Island Crest, 8 First Street, Sai Ying Pun, Western District,"
"el96","Bliss Bento","Japanese",0.0,0,"hong kong","K30, 2/F Lucky Commercial Centre K30, 103-109 Des Voeux Road West,"
"xruo","H +Burger Cafe","Burgers",4.9,44,"hong kong","G/F, Takan Lodge, 199 Johnston Road, Wan Chai,"
"l2sl","Two Ediots","Burgers",4.8,350,"hong kong","Shop B, G/F, Kam Sing Mansion, 159 Jaffe Road, Wan Chai,"
"v2lt","JoonGo House Korean Restaurant","Korean",5.0,919,"hong kong","G/F, Tung Po Building, 209 Jaffe Road, Wan Chai,"
"emkz","Betsutenjin Gyutenjin","Ramen",4.9,28,"hong kong","Freshlane, Kitchen 31, 2/F, Lucky Commercial Centre, 103-109 Des Voeux Road West, Sheung Wan,"
"slxk","Lok Sang Tong (Wanchai)","Drinks",5.0,34,"hong kong","Shop 5A, Fortune Building, 150 Lockhart Road, Wan Chai,"
"k8s4","Red Pocket Cafe","Western",5.0,16,"hong kong","Shop F, G/F, Kam Sing Mansion, 151-161 Jaffe Road, Wan Chai,"
"xq4g","Lucky Smash (Sai Ying Pun)","Burgers",4.9,85,"hong kong","Shop A, LG/F, Tai Yik House, 27-29 First Street, Sai Ying Pun,"
"n3s4","135 Garden Chicken","Chinese",4.6,208,"hong kong","Shop A, G/F, 247-249 Queen's Road East, Wan Chai,"
"g4ye","OVO Cafe","Western",4.8,187,"hong kong","G/F, One Wanchai, 1 Wan Chai Road, Wan Chai,"
"v3iw","BakeOut Homemade Koppepan","Japanese",4.9,889,"hong kong","G/F, Wah Lee Building, 216 Queen's Road West, Sai Ying Pun,"
"s8ty","Pete's Place","Western",4.2,143,"hong kong","Shop A, G/F, 23 High Street, Sai Ying Pun,"
"s3av","Paisano's (Wan Chai)","Pizza",4.9,2624,"hong kong","G/F, Iuki Tower, 5 O'Brien Road, Wan Chai,"
"k6q9","Otters In a Pot (Tsim Sha Tsui) [Extended Delivery]","Bubble Tea",0.0,0,"hong kong","Shop 21E, 3/F, LCX, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui,"
"f80i","Pho Vi","Pho",4.8,214,"hong kong","Shop B, G/F, Ka Yee Building, 117 Thomson Road, Wan Chai,"
"z0ou","Tung Sim Cafe","Cha Chaan Teng",4.9,636,"hong kong","Shop 5, G/F, Kin Lee Building, 130-146 Jaffe Road, Wan Chai,"
"xeuy","Roasted BBQ Family (Wan Chai)","Siu Mei",0.0,0,"hong kong","Shop 5, G/F, Valiant Court, 33 Cross Street, Wan Chai,"
"pwyo","CATCH (Sai Ying Pun)","Western",4.9,110,"hong kong","Unit 9-10, 2/F, Island Crest, 8 First Street, Sai Ying Pun,"
"s2hh","Pizzeria Italia (High Street)","Pizza",4.8,3297,"hong kong","G/F, Aspen Court, 46 High Street, Sai Ying Pun,"
"s9ec","La Roma pizzeria","Italian",4.7,365,"hong kong","Shop G, G/F, Tung Cheung Building, 1 Second Street, Sai Ying Pun,"
"a6ux","Kam Fai Dim Sum Restaurant","Hong Kong",4.8,413,"hong kong","G/F, Wing Hing Building, 6-12 Spring Garden Lane, Wan Chai,"
"v0jp","Yeung Ming Restaurant","Siu Mei",4.3,93,"hong kong","G/F, Hang Wong Mansion, 21 Stone Nullah Lane, Wan Chai,"
"qpxf","Iwakawa","Japanese",4.9,403,"hong kong","G/F, 220 Queen's Road West, Sai Ying Pun,"
"v2oa","Sun Fung Kee (Wan Chai)","Cha Chaan Teng",4.7,1190,"hong kong","G/F, 149 Johnston Road, Wan Chai,"
"w9aj","Bingaz Street Food","International",3.0,596,"hong kong","Shop A, G/F, 23 High Street, Sai Ying Pun,"
"w2wq","Shing Kee Ra-men Dumpling","Chinese",4.9,439,"hong kong","Shop 2, LG/F, Hoi Ming Court, 4 Babington Path, Mid-Levels,"
"g80k","Cafe Italia by Lung Fung (Sheung Wan) [Extended Delivery]","Hong Kong",0.0,0,"hong kong","2/F, Lucky Commercial Centre, 103 Des Voeux Road West, Sheung Wan,"
"v7te","Xiangshu Restaurant (Wan Chai)","Chinese",4.4,427,"hong kong","Shop 218, 2/F, Tai Yau Building, 181 Johnston Road, Wan Chai,"
"ma16","JP Skewer","Skewers",4.6,32,"hong kong","G/F, 220 Queen's Road West, Sai Ying Pun,"
"oy8s","Jungle Cafe","Cha Chaan Teng",3.2,295,"hong kong","G/F, Thomposn Building, 103 Thomson Road, Wan Chai,"
"cwrz","Mr. Momos [Extended Delivery]","Indian",0.0,0,"hong kong","Kitchen 23, Freshlane, 2/F, Lucky Commercial Centre, 103-109 Des Voeux Road West, Sheung Wan,"
"t1mp","Tak Kei Food","Hong Kong",0.0,0,"hong kong","Shop SLM1, G/F, Lockhart Road Municipal Services Building, 230-232 Lockhart Road, Wan Chai,"
"v2at","Bao Dim Tat Yan (Wan Chai)","Hong Kong",4.9,340,"hong kong","Shop A, G/F, Wui Fu Building, 10-12 Stone Nullah Lane, Wan Chai,"
"aw01","The Corner Coffee (Fortune Building)","Coffee",4.9,40,"hong kong","Flat A, 1/F, Fortune Building, 150-158 Lockhart Road, Wan Chai,"
"fvy5","Ging Sun Ho King of Bun (Wan Chai) [Extended Delivery]","Shanghainese",4.8,150,"hong kong","G/F, 180-182 Hennessy Road, Wan Chai,"
"i6r2","Kam Kee Cafe (Harbour Centre)","Cha Chaan Teng",4.8,645,"hong kong","Shop G4-G5, G/F, Harbour Centre, 25 Harbour Road, Wan Chai,"
"v3cn","River Sichuan Restaurant","Sichuan",4.8,948,"hong kong","G/F, 62 Centre Street, Sai Ying Pun,"
"w2ft","Zanji Ramen","Japanese",4.5,388,"hong kong","G/F, 269 Queen's Road West, Sai Ying Pun,"
"yzx0","Sai Ying Pun Best Food","Sushi",5.0,28,"hong kong","G/F, 220 Queen's Road West, Sai Ying Pun,"
"w6vk","ULURU","Western",4.9,201,"hong kong","1/F, Chun Fai Building, 1-11 Spring Garden Lane, Wan Chai,"
"v8dt","Hunan Cuisine","Chinese",4.9,371,"hong kong","3/F, Eco Tree Hotel, 160 Des Voeux Road West, Sai Ying Pun,"
